"id","name","title_id","prize_size","assort","title","series_id","release_month","Arrival_date","get_date","got_status","is_favorite","image_url","image_url1","image_url2","image_url3","image_url4","memo","created_at","updated_at","gravity_pred","gravity_actual"
"56","ワンピース BATTLE RECORD COLLECTION-GOL.D.ROGER-","2","約17cm","全1種","ワンピース","13","2026-03","2026-03-18","2026-03-18","got","1","https://res.cloudinary.com/dq60t7nqg/image/upload/v1776356315/one-piece_BATTLE_RECORD_COLLECTION-GOL.D.ROGER_lgs48z.jpg","https://res.cloudinary.com/dq60t7nqg/image/upload/v1776356315/one-piece_BATTLE_RECORD_COLLECTION-GOL.D.ROGER2_yg7h0e.jpg","https://res.cloudinary.com/dq60t7nqg/image/upload/v1776356315/one-piece_BATTLE_RECORD_COLLECTION-GOL.D.ROGER3_lvtivz.jpg",,,"「BATTLE RECORD COLLECTION」シリーズから「ゴール・Ｄ・ロジャー」が若き日の姿で登場！","0000-00-00 00:00:00","2026-05-04 18:41:50",NULL,NULL
"57","ワンピース BATTLE RECORD COLLECTION-SILVERS.RAYLEIGH-","2","約16cm","全1種","ワンピース","13","2026-03","2026-03-18","2026-03-18","got","1","https://res.cloudinary.com/dq60t7nqg/image/upload/v1776356317/one-piece_BATTLE_RECORD_COLLECTION-SILVERS.RAYLEIGH_dhsofr.jpg","https://res.cloudinary.com/dq60t7nqg/image/upload/v1776356318/one-piece_BATTLE_RECORD_COLLECTION-SILVERS.RAYLEIGH2_ehjg9j.jpg","https://res.cloudinary.com/dq60t7nqg/image/upload/v1776356315/one-piece_BATTLE_RECORD_COLLECTION-GOL.D.ROGER_lgs48z.jpg",,,"「BATTLE RECORD COLLECTION」シリーズから「シルバーズ・レイリー」が若き日の姿で登場！","0000-00-00 00:00:00","2026-05-04 18:41:52",NULL,NULL
"58","ワンピース BATTLE RECORD COLLECTION-GLORIOSA-","2","約18cm","全1種","ワンピース","13","2026-04","2026-04-14","2026-04-14","got","1","https://res.cloudinary.com/dq60t7nqg/image/upload/v1776356852/one-piece_BATTLE_RECORD_COLLECTION-GLORIOSA_ogicwb.jpg","https://res.cloudinary.com/dq60t7nqg/image/upload/v1776356853/one-piece_BATTLE_RECORD_COLLECTION-GLORIOSA2_uox7uo.jpg","https://res.cloudinary.com/dq60t7nqg/image/upload/v1776356852/one-piece_BATTLE_RECORD_COLLECTION-GLORIOSA3_copors.jpg","https://res.cloudinary.com/dq60t7nqg/image/upload/v1776356853/one-piece_BATTLE_RECORD_COLLECTION-GLORIOSA4_eqdbyf.jpg",,"「BATTLE RECORD COLLECTION」シリーズから「グロリオーサ」が登場！","0000-00-00 00:00:00","2026-05-04 18:41:53",NULL,NULL
"59","ワンピース BATTLE RECORD COLLECTION-MISS BUCKINGHAM STUSSY-","2","約12cm","全1種","ワンピース","13","2026-04","2026-04-14","2026-04-14","got","1","https://res.cloudinary.com/dq60t7nqg/image/upload/v1776357271/one-piece_BATTLE_RECORD_COLLECTION-MISS_BUCKINGHAM_STUSSY_pwume8.jpg","https://res.cloudinary.com/dq60t7nqg/image/upload/v1776357270/one-piece_BATTLE_RECORD_COLLECTION-MISS_BUCKINGHAM_STUSSY2_b3gpto.jpg","https://res.cloudinary.com/dq60t7nqg/image/upload/v1776357270/one-piece_BATTLE_RECORD_COLLECTION-MISS_BUCKINGHAM_STUSSY3_paoloz.jpg","https://res.cloudinary.com/dq60t7nqg/image/upload/v1776357272/one-piece_BATTLE_RECORD_COLLECTION-MISS_BUCKINGHAM_STUSSY4_zrqofs.jpg",,"「BATTLE RECORD COLLECTION」シリーズから「ミス・バッキンガム・ステューシー」が登場！","0000-00-00 00:00:00","2026-05-04 18:41:56",NULL,NULL
"60","ワンピース BATTLE RECORD COLLECTION-SHIKI-","2","約16cm","全1種","ワンピース","13","2026-04","2026-04-16","2026-04-16","got","1","https://res.cloudinary.com/dq60t7nqg/image/upload/v1776357276/one-piece_BATTLE_RECORD_COLLECTION-SHIKI_resx6p.jpg","https://res.cloudinary.com/dq60t7nqg/image/upload/v1776357277/one-piece_BATTLE_RECORD_COLLECTION-SHIKI2_whh7lp.jpg","https://res.cloudinary.com/dq60t7nqg/image/upload/v1776357278/one-piece_BATTLE_RECORD_COLLECTION-SHIKI3_jlbnmn.jpg","https://res.cloudinary.com/dq60t7nqg/image/upload/v1776357278/one-piece_BATTLE_RECORD_COLLECTION-SHIKI4_mwkfne.jpg",,"「BATTLE RECORD COLLECTION」シリーズから「シキ」が登場！","0000-00-00 00:00:00","2026-05-04 18:42:00",NULL,NULL
"61","ワンピース BATTLE RECORD COLLECTION-CHARLOTTE KATAKURI-SPECIAL ver.","2","約20cm","全1種","ワンピース","13","2026-04","2026-04-16","2026-04-16","got","1","https://res.cloudinary.com/dq60t7nqg/image/upload/v1776357624/one-piece_BATTLE_RECORD_COLLECTION-CHARLOTTE_KATAKURI-SPECIAL_ver_izjw1m.jpg","https://res.cloudinary.com/dq60t7nqg/image/upload/v1776357623/one-piece_BATTLE_RECORD_COLLECTION-CHARLOTTE_KATAKURI-SPECIAL_ver2_ukq0gg.jpg","https://res.cloudinary.com/dq60t7nqg/image/upload/v1776357624/one-piece_BATTLE_RECORD_COLLECTION-CHARLOTTE_KATAKURI-SPECIAL_ver3._hm102x.jpg",,,"「BATTLE RECORD COLLECTION」シリーズから「シャーロット・カタクリ」がスペシャルカラーで登場！

※2020年9月登場済「ワンピース BATTLE RECORD COLLECTION-CHARLOTTE KATAKURI-」の金型を使用した、彩色替え商品です。","0000-00-00 00:00:00","2026-05-04 18:42:10",NULL,NULL
"62","ワンピース BATTLE RECORD COLLECTION EXTRA-KAIDOU-","2","約20cm","全1種","ワンピース","13","2026-04","2026-04-28","2026-04-28","got","1","https://res.cloudinary.com/dq60t7nqg/image/upload/v1776357620/one-piece_BATTLE_RECORD_COLLECTION_EXTRA-KAIDOU_mafptc.jpg","https://res.cloudinary.com/dq60t7nqg/image/upload/v1776357620/one-piece_BATTLE_RECORD_COLLECTION_EXTRA-KAIDOU2_u1ow7r.jpg","https://res.cloudinary.com/dq60t7nqg/image/upload/v1776357621/one-piece_BATTLE_RECORD_COLLECTION_EXTRA-KAIDOU3_pm4p3b.jpg","https://res.cloudinary.com/dq60t7nqg/image/upload/v1776357621/one-piece_BATTLE_RECORD_COLLECTION_EXTRA-KAIDOU4_hxwgyv.jpg",,"「BATTLE RECORD COLLECTION」シリーズから「カイドウ」が登場！","0000-00-00 00:00:00","2026-05-04 18:42:12",NULL,NULL
"63","ワンピース BATTLE RECORD COLLECTION-CAPTAIN JOHN-","2","約21cm","全1種","ワンピース","13","2026-05","2026-05-12","2026-05-12","got","1","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777459392/one_piece_battle_record_collection_captain_john_vel0mc.jpg","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777459392/one_piece_battle_record_collection_captain_john2_tabsei.jpg","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777459392/one_piece_battle_record_collection_captain_john3_bgqrkc.jpg","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777459393/one_piece_battle_record_collection_captain_john4_yyulml.jpg",,"「BATTLE RECORD COLLECTION」シリーズから「キャプテン・ジョン」が登場！
「BATTLE RECORD COLLECTION」シリーズから4月登場の「カイドウ」「シキ」「ミス・バッキンガム・ステューシー」「グロリオーサ」と5月登場の「シャーロット・リンリン」、「KING OF ARTIST」シリーズの「エドワード・ニューゲート」と並べてロックス海賊団を再現しよう！","0000-00-00 00:00:00","2026-05-21 15:07:57",NULL,NULL
"64","ワンピース BATTLE RECORD COLLECTION EXTRA-CHARLOTTE LINLIN-","2","約21cm","全1種","ワンピース","13","2026-05","2026-05-26",NULL,"un","1","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777459766/one_piece_battle_record_collection_extra_charlotte_linlin_nj1wds.jpg","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777459766/one_piece_battle_record_collection_extra_charlotte_linlin2_qrr8pb.jpg","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777459766/one_piece_battle_record_collection_extra_charlotte_linlin3_lzhcji.jpg","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777459767/one_piece_battle_record_collection_extra_charlotte_linlin4_nfowxa.jpg",,"「BATTLE RECORD COLLECTION」シリーズから「シャーロット・リンリン」が登場！
「BATTLE RECORD COLLECTION」シリーズから4月登場の「カイドウ」「シキ」「ミス・バッキンガム・ステューシー」「グロリオーサ」と5月登場の「キャプテン・ジョン」、「KING OF ARTIST」シリーズの「エドワード・ニューゲート」と並べてロックス海賊団を再現しよう！","0000-00-00 00:00:00","2026-05-11 09:32:31",NULL,NULL
"65","五等分の花嫁∬　Desktop Cute フィギュア　中野四葉～描き下ろしCat room wear ver.～","23","約13cm","全1種","五等分の花嫁 ","22","2026-03","2026-03-07","0000-00-00","un","0","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491440/gotoubun_no_hanayome_desktop_cute_nakano_yotsuba_kakioroshi_cat_room_wear_ver_hunw5y.png",,,,,,"0000-00-00 00:00:00","2026-05-11 10:26:18",NULL,NULL
"66","オーバーロード　Desktop Cute フィギュア　シャルティア～水着ver.～Renewal","25","約13cm","全1種","オーバーロード","22","2026-03","2026-03-14","2026-03-14","got","0","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491457/overlord_desktop_cute_shalltear_swimsuit_ver_renewal_gzqrf0.png ",,,,,,"0000-00-00 00:00:00","2026-05-21 15:08:10",NULL,NULL
"67","宇崎ちゃんは遊びたい！ω　Desktop Cute フィギュア　宇崎月～浜辺で水着ver.～","47","約13cm","全1種","宇崎ちゃんは遊びたい","22","2026-03","2026-03-14","0000-00-00","un","0","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491487/uzaki_chan_wa_asobitai_omega_desktop_cute_uzaki_tsuki_hamabe_de_swimsuit_ver_olfxax.png ",,,,,,"0000-00-00 00:00:00","2026-05-11 10:12:09",NULL,NULL
"68","【推しの子】　Desktop Cute フィギュア　アイ～Rabbit room wear ver.～","20","約13cm","全1種","推しの子","22","2026-03","2026-03-20","0000-00-00","un","0","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491457/oshinoko_desktop_cute_ai_rabbit_room_wear_ver_eu4wnz.png ",,,,,,"0000-00-00 00:00:00","2026-05-11 10:15:55",NULL,NULL
"69","その着せ替え人形は恋をする　Desktop Cute フィギュア　乾紗寿叶～Tシャツver.～","21","約13cm","全1種","その着せ替え人形は恋をする","22","2026-03","2026-03-20","0000-00-00","un","0","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491481/sono_bisque_doll_wa_koi_wo_suru_desktop_cute_inui_jujyu_t_shirt_ver_szvjnx.png ",,,,,,"0000-00-00 00:00:00","2026-05-11 10:13:38",NULL,NULL
"70","To LOVEる-とらぶる-ダークネス　Desktop Cute フィギュア　西連寺春菜～チャイナドレスver.～","22","約13cm","全1種","To LOVEる","22","2026-03","2026-03-28","2026-03-28","got","1","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491483/to_love_ru_darkness_desktop_cute_sairenji_haruna_china_dress_ver_gjnbfb.png ",,,,,,"0000-00-00 00:00:00","2026-05-11 10:15:13",NULL,NULL
"71","五等分の花嫁∬　Desktop Cute フィギュア　中野五月～描き下ろしCat room wear ver.～","23","約13cm","全1種","五等分の花嫁 ","22","2026-04","2026-04-18","2026-04-18","un","0","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491439/gotoubun_no_hanayome_desktop_cute_nakano_itsuki_kakioroshi_cat_room_wear_ver_lug481.png ",,,,,,"0000-00-00 00:00:00","2026-05-11 10:51:52",NULL,NULL
"72","To LOVEる-とらぶる-ダークネス　Desktop Cute フィギュア　金色の闇～チャイナドレスver.～Renewal","22","約13cm","全1種","To LOVEる","22","2026-04","2026-04-25","2026-04-25","got","1","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491484/to_love_ru_darkness_desktop_cute_yami_kogane_china_dress_ver_renewal_bzpuj0.png ",,,,,,"0000-00-00 00:00:00","2026-05-11 10:50:45",NULL,NULL
"73","メイドインアビス 烈日の黄金郷　Desktop Cute フィギュア　ナナチ～食事の時間ver.～","24","約13cm","全1種","メイドインアビス 烈日の黄金郷","22","2026-04","2026-04-25","2026-04-25","got","1","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491441/made_in_abyss_retsujitsu_no_ougonkyou_desktop_cute_nanachi_shokuji_no_jikan_ver_neu1pd.png ",,,,,,"0000-00-00 00:00:00","2026-05-04 18:43:57",NULL,NULL
"74","葬送のフリーレン　Desktop Cute フィギュア　フリーレン～サマーワンピースver.～","12","約13cm","全1種","葬送のフリーレン","22","2026-04","2026-04-29","2026-04-29","got","1","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491482/sousou_no_frieren_desktop_cute_frieren_summer_one_piece_ver_ksdhgz.png ",,,,,,"0000-00-00 00:00:00","2026-05-04 18:43:55",NULL,NULL
"75","その着せ替え人形は恋をする　Coreful フィギュア　喜多川海夢～ベロニカver.～","21","約18cm","全1種","その着せ替え人形は恋をする","22","2026-04","2026-04-29","2026-04-29","got","1","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491481/Sono_Bisque_Doll_wa_Koi_wo_Suru_Coreful_Figure_Kitagawa_Marin_Veronica_ver._v00foe.png ",,,,,,"0000-00-00 00:00:00","2026-05-04 18:43:53",NULL,NULL
"76","To LOVEる-とらぶる-ダークネス　Desktop Cute フィギュア　モモ～ルームウェアver.～","22","約13cm","全1種","To LOVEる","22","2026-05","2026-05-23",NULL,"un","0","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491485/To_LOVEru_Darkness_Desktop_Cute_Figure_Momo_Roomwear_ver._x0xl4v.png ",,,,,,"0000-00-00 00:00:00","2026-05-22 22:58:38",NULL,NULL
"77","宇崎ちゃんは遊びたい！ω　Desktop Cute フィギュア　宇崎花～浜辺で水着ver.～","47","約13cm","全1種","宇崎ちゃんは遊びたい","22","2026-05","2026-05-23",NULL,"un","0","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491486/Uzaki_chan_wa_Asobitai_Omega_Desktop_Cute_Figure_Uzaki_Hana_Hamabe_de_Mizugi_ver._cig0co.png ",,,,,,"0000-00-00 00:00:00","2026-05-14 13:12:44",NULL,NULL
"78","オーバーロード　Desktop Cute フィギュア　アルベド～ネグリジェver.～","25","約13cm","全1種","オーバーロード","22","2026-05","2026-05-30",NULL,"un","1","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491440/Overlord_Desktop_Cute_Figure_Albedo_Negligee_ver._hub9w8.png ",,,,,,"0000-00-00 00:00:00","2026-05-14 13:12:52",NULL,NULL
"79","メイドインアビス　烈日の黄金郷　Coreful フィギュア　ファプタ","24","約15cm","全1種","メイドインアビス 烈日の黄金郷","23","2026-03","2026-03-07","2026-03-07","got","1","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777519542/Made_in_Abyss_Retsujitsu_no_Ougonkyou_Coreful_Figure_Faputa_zxhkgk.png ",,,,,,"0000-00-00 00:00:00","2026-05-11 10:39:12",NULL,NULL
"80","桜ミク　Coreful フィギュア　～描き下ろし和風喫茶ver.～","15","約18cm","全1種","桜ミク","23","2026-04","2026-04-18","2026-04-18","got","1","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491496/sakura_miku_coreful_figure_kakioroshi_wafuu_kissa_ver_og99ie.png ",,,,,,"0000-00-00 00:00:00","2026-05-11 10:48:45",NULL,NULL
"81","魔女の旅々　Coreful フィギュア　イレイナ～ドレスver.～Renewal","30","約18cm","全1種","魔女の旅々","23","2026-04","2026-04-25","2026-04-25","un","1","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491495/majono_tabitabi_coreful_figure_elaina_dress_ver_renewal_ierioh.png ",,,,,,"0000-00-00 00:00:00","2026-05-11 10:52:44",NULL,NULL
"82","MARVELLuminasta“デッドプール”Ver.2","48","約14cm","全1種","MARVEL","28","2026-03","2026-03-06",NULL,"un","0","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491765/marvel_luminasta_deadpool_ver_2__tjkyui.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491766/marvel_luminasta_deadpool_ver_2_2_v6wojr.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491767/marvel_luminasta_deadpool_ver_2_3_br9iug.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491769/marvel_luminasta_deadpool_ver_2_4_stvfkm.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491770/marvel_luminasta_deadpool_ver_2_5_rtemkr.webp ","「デッドプール」のフィギュアが再登場です！","0000-00-00 00:00:00","2026-05-11 09:40:58",NULL,NULL
"83","チェンソーマンLuminasta“チェンソーマン”","26","約12cm","全1種","チェンソーマン","28","2026-03","2026-03-06","2026-03-06","got","0","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491696/chainsaw_man_luminasta_chainsaw_man_am6rih.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491697/chainsaw_man_luminasta_chainsaw_man2_ierouu.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491698/chainsaw_man_luminasta_chainsaw_man3_kx3mnb.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491699/chainsaw_man_luminasta_chainsaw_man4_kez8vq.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491700/chainsaw_man_luminasta_chainsaw_man5_ljei04.webp ","TVアニメ『チェンソーマン』から「チェンソーマン」が再登場！","0000-00-00 00:00:00","2026-05-04 18:43:36",NULL,NULL
"84","チェンソーマンLuminasta“パワー”","26","約22cm","全1種","チェンソーマン","28","2026-03","2026-03-13",NULL,"un","0","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491713/chainsaw_man_luminasta_power_w6ojk8.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491714/chainsaw_man_luminasta_power2_ko88bi.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491715/chainsaw_man_luminasta_power3_themnk.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491716/chainsaw_man_luminasta_power4_xc2wpj.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491717/chainsaw_man_luminasta_power5_v8qdsb.webp ","TVアニメ『チェンソーマン』からパワーが再登場！ ","0000-00-00 00:00:00","2026-05-11 09:40:01",NULL,NULL
"85","呪術廻戦Luminasta“宿儺”「■」「開」","4","約22cm","全1種","呪術廻戦","28","2026-03","2026-03-13","2026-03-13","got","0","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491751/jujutsu_kaisen_luminasta_sukuna_fuga_kai_ycqesq.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491752/jujutsu_kaisen_luminasta_sukuna_fuga_kai2_snmixp.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491754/jujutsu_kaisen_luminasta_sukuna_fuga_kai3_tk0iht.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491755/jujutsu_kaisen_luminasta_sukuna_fuga_kai4_itu2kw.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491756/jujutsu_kaisen_luminasta_sukuna_fuga_kai5_s2fejp.webp ","TVアニメ『呪術廻戦』より「■」「開」を発動する「宿儺」が再登場！","0000-00-00 00:00:00","2026-05-04 18:43:33",NULL,NULL
"86","赤見かるびの「お笑いかるび塾」Luminasta“赤見かるび”","49","約21cm","全1種","お笑いかるび塾","28","2026-03","2026-03-19","2026-03-19","got","0","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491779/akami_karubi_no_owarai_karubi_juku_luminasta_akami_karubi_gi4bbm.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491781/akami_karubi_no_owarai_karubi_juku_luminasta_akami_karubi2_mqrv7j.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491782/akami_karubi_no_owarai_karubi_juku_luminasta_akami_karubi3_taay68.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491783/akami_karubi_no_owarai_karubi_juku_luminasta_akami_karubi4_lbt0ha.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491562/akami_karubi_no_owarai_karubi_juku_luminasta_akami_karubi5_qz39bo.webp "," 赤見かるびの「お笑いかるび塾」より、メインMCの「赤見かるび」の“Luminasta（ルミナスタ）”が登場！","0000-00-00 00:00:00","2026-05-04 18:43:31",NULL,NULL
"87","チェンソーマンLuminasta“マキマ”","4","約22cm","全1種","呪術廻戦","28","2026-03","2026-03-19",NULL,"un","0","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491708/chainsaw_man_luminasta_makima_ykytgw.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491709/chainsaw_man_luminasta_makima2_ei0eks.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491710/chainsaw_man_luminasta_makima3_oaxf0q.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491711/chainsaw_man_luminasta_makima4_tokxll.webp ",,"TVアニメ『チェンソーマン』より、マキマが再登場！ ","0000-00-00 00:00:00","2026-05-11 09:35:30",NULL,NULL
"88","呪術廻戦死滅回游Luminasta“脹相” ","4","約22cm","全1種","呪術廻戦","28","2026-03","2026-03-19",NULL,"un","0","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491757/jujutsu_kaisen_shimetsu_kaiyu_luminasta_choso_mzgidf.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491759/jujutsu_kaisen_shimetsu_kaiyu_luminasta_choso2_aswavi.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491760/jujutsu_kaisen_shimetsu_kaiyu_luminasta_choso3_nd6gju.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491761/jujutsu_kaisen_shimetsu_kaiyu_luminasta_choso4_esozud.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491762/jujutsu_kaisen_shimetsu_kaiyu_luminasta_choso5_tf8jpd.webp ","TVアニメ『呪術廻戦』より「脹相」を立体化！エフェクトは血が圧縮して爆ぜる様子を再現しました。","0000-00-00 00:00:00","2026-05-11 09:35:32",NULL,NULL
"89","アニメ「NEEDYGIRLOVERDOSE」Luminasta“超絶最かわてんしちゃん”","27","約18cm","全1種","NEEDYGIRLOVERDOSE","28","2026-05","2026-05-15",NULL,"un","0","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491572/anime_needy_girl_overdose_luminasta_chozetsu_saikawa_tenshi_chan_wdvvjj.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491573/anime_needy_girl_overdose_luminasta_chozetsu_saikawa_tenshi_chan2_ktmnma.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491574/anime_needy_girl_overdose_luminasta_chozetsu_saikawa_tenshi_chan3_ztp29d.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491576/anime_needy_girl_overdose_luminasta_chozetsu_saikawa_tenshi_chan4_bhoqgq.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491577/anime_needy_girl_overdose_luminasta_chozetsu_saikawa_tenshi_chan5_kagope.webp ","アニメ「NEEDY GIRL OVERDOSE」より、「超絶最かわてんしちゃん」が“Luminasta（ルミナスタ）”フィギュアで再登場です！※2024年1月に登場した製品と同じ仕様で再登場いたします。アニメの設定とは異なります。","0000-00-00 00:00:00","2026-05-11 09:32:47",NULL,NULL
"90","アニメ「鬼滅の刃」Luminasta“胡蝶しのぶ” ","13","約18cm","全1種","鬼滅の刃","28","2026-05","2026-05-15","2026-05-15","got","0","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491561/anime_kimetsu_no_yaiba_luminasta_kocho_shinobu_akxs6h.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491567/anime_kimetsu_no_yaiba_luminasta_kocho_shinobu2_ia5neb.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491569/anime_kimetsu_no_yaiba_luminasta_kocho_shinobu3_uqflx3.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491568/anime_kimetsu_no_yaiba_luminasta_kocho_shinobu4_sokjat.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777491571/anime_kimetsu_no_yaiba_luminasta_kocho_shinobu5_kyinjx.webp ","劇場版「鬼滅の刃」無限城編でも活躍の「蟲柱　胡蝶しのぶ」が、“Luminasta（ルミナスタ）”シリーズで再登場！優雅に戦う浮遊感のあるポージング、ボリュームのある美麗なクリアエフェクトにご注目！","0000-00-00 00:00:00","2026-05-21 15:08:23",NULL,NULL
"91","魔女の旅々Yumemirize“イレイナ”","30","約24cm","全1種","魔女の旅々","26","2026-05","2026-05-22",NULL,"got","1","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777521112/majono_tabitabi_yumemirize_elaina2_wjb1oa.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777521112/majono_tabitabi_yumemirize_elaina4_athhsf.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777521112/majono_tabitabi_yumemirize_elaina3_n2izv1.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777521112/majono_tabitabi_yumemirize_elaina_o72qcv.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777521112/majono_tabitabi_yumemirize_elaina6_rfcuic.webp ","TVアニメ『魔女の旅々』より「イレイナ」が、大ボリュームの“Yumemirize（ユメミライズ）”で立体化。リラックスした姿にご注目ください。 ","0000-00-00 00:00:00","2026-05-22 22:58:23",NULL,NULL
"92","ブルーアーカイブYumemirize“ムツキ”","29","約12cm","全1種","ブルーアーカイブ","26","2026-03","2026-03-27","2026-03-27","got","0","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777521284/blue_archive_yumemirize_mutsuki_n74y9z.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777521284/blue_archive_yumemirize_mutsuki2_k4eom9.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777521285/blue_archive_yumemirize_mutsuki3_mepeoy.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777521285/blue_archive_yumemirize_mutsuki4_xaw9vb.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777521285/blue_archive_yumemirize_mutsuki5_p34wpz.webp ","『ブルーアーカイブ』から「ムツキ」が、セガの人気ブランド“Yumemirize（ユメミライズ）”で立体化！セガオリジナル衣装の、きらびやかなドレス姿にご注目ください！ ","0000-00-00 00:00:00","2026-05-04 18:43:17",NULL,NULL
"93","ブルーアーカイブYumemirize“アル”","29","約12cm","全1種","ブルーアーカイブ","26","2026-03","2026-03-27","2026-03-27","got","0","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777521113/blue_archive_yumemirize_aru_zcemot.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777521114/blue_archive_yumemirize_aru2_vlfzcl.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777521114/blue_archive_yumemirize_aru3_npvst1.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777521114/blue_archive_yumemirize_aru5_vjefc5.webp ","https://res.cloudinary.com/dq60t7nqg/image/upload/v1777521115/blue_archive_yumemirize_aru4_hivtz5.webp ","『ブルーアーカイブ』から「アル」が、セガの人気ブランド“Yumemirize（ユメミライズ）”で立体化！セガオリジナル衣装の、きらびやかなドレス姿にご注目ください！ ","0000-00-00 00:00:00","2026-05-04 18:43:16",NULL,NULL
